variable,Estimate,Std. Error,z value,Pr(>|z|),name,model,AIC,residual_deviance,residual_df,null_deviance,null_df,df,AIC_weight,delta_AIC
originHatchery,-0.7135212911467141,0.2598425000530397,-2.7459760855174515,0.0060331161197144665,RS.glm.F.13,n ~ Distance + origin,739.8105915267496,237.63920016700672,373,248.182559598918,375,4,0.022953003739576483,4.751390801076809
(Intercept),-454.5897844259931,342.3559660153651,-1.3278278445586982,0.1842349860597202,RS.glm.F.10,n ~ `Sample Date` + origin,739.85928111560645,237.31590272462034,373,247.7890285102198,375,4,0.022400964487519427,4.800080389933669
`Sample Date`,0.02786987043300728,0.02098877049222056,1.3278467380134147,0.18422874313821916,RS.glm.F.10,n ~ `Sample Date` + origin,739.85928111560645,237.31590272462034,373,247.7890285102198,375,4,0.022400964487519427,4.800080389933669
originHatchery,-0.8647679411054804,0.26296625445095245,-3.288512980157969,0.0010071814008086623,RS.glm.F.10,n ~ `Sample Date` + origin,739.85928111560645,237.31590272462034,373,247.7890285102198,375,4,0.022400964487519427,4.800080389933669
(Intercept),-395.0988499133345,344.69934687091353,-1.1462129345469723,0.25170705726410314,RS.glm.F.12,n ~ `Sample Date` + Distance + origin,740.5115782443438,237.45543322855386,372,249.36635674536836,375,5,0.016166730392051066,5.452377518671028
`Sample Date`,0.024255896134227482,0.021129282747188827,1.1479753678555245,0.2509787326209291,RS.glm.F.12,n ~ `Sample Date` + Distance + origin,740.5115782443438,237.45543322855386,372,249.36635674536836,375,5,0.016166730392051066,5.452377518671028
Distance,-0.0016023008167669428,0.0012348379457034545,-1.2975798341329352,0.19443175542620947,RS.glm.F.12,n ~ `Sample Date` + Distance + origin,740.5115782443438,237.45543322855386,372,249.36635674536836,375,5,0.016166730392051066,5.452377518671028
originHatchery,-0.8199754889358459,0.26427194165514717,-3.102771651807991,0.001917175054476532,RS.glm.F.12,n ~ `Sample Date` + Distance + origin,740.5115782443438,237.45543322855386,372,249.36635674536836,375,5,0.016166730392051066,5.452377518671028
(Intercept),-1.362210167598,2.6974038706155414,-0.5050078642050538,0.6135533124561636,RS.glm.F.20,n ~ `Length Mm` + Intertidal,741.2656388914751,235.00080631280858,366,239.47950860897154,368,4,0.011088683984716349,6.206438165802297
`Length Mm`,0.0022798175347744473,0.006124445016435034,0.3722488370222159,0.7097075878191865,RS.glm.F.20,n ~ `Length Mm` + Intertidal,741.2656388914751,235.00080631280858,366,239.47950860897154,368,4,0.011088683984716349,6.206438165802297
IntertidalUpstream,-0.6304371038626287,0.2971662009727622,-2.1214966634796184,0.033880028424476245,RS.glm.F.20,n ~ `Length Mm` + Intertidal,741.2656388914751,235.00080631280858,366,239.47950860897154,368,4,0.011088683984716349,6.206438165802297
(Intercept),0.34224970683243294,0.7670381944111404,0.4461964336667485,0.6554553588310347,RS.glm.F.14,n ~ Distance * origin,741.6763852586117,237.6447450227824,372,248.33057504150864,375,5,0.00902999617562477,6.61718453293895
Distance,-0.0010906507723084154,0.0021537012062004786,-0.5064076526346578,0.6125705034537193,RS.glm.F.14,n ~ Distance * origin,741.6763852586117,237.6447450227824,372,248.33057504150864,375,5,0.00902999617562477,6.61718453293895
originHatchery,-0.3379202517889215,0.9485786830853954,-0.3562385048436729,0.7216619581912607,RS.glm.F.14,n ~ Distance * origin,741.6763852586117,237.6447450227824,372,248.33057504150864,375,5,0.00902999617562477,6.61718453293895
Distance:originHatchery,-0.00107393319301692,0.0026211267664816465,-0.4097219587965471,0.6820099199975664,RS.glm.F.14,n ~ Distance * origin,741.6763852586117,237.6447450227824,372,248.33057504150864,375,5,0.00902999617562477,6.61718453293895
(Intercept),-1.3755623942788509,2.7176206751907386,-0.5061642365457445,0.6127413589581154,RS.glm.F.9,n ~ `Length Mm` + Distance,743.0998604615933,234.36374206699688,366,236.96183192732582,368,4,0.004431837760631234,8.040659735920485
`Length Mm`,0.003793831549461953,0.00621137936022152,0.6107872872422095,0.5413404106447961,RS.glm.F.9,n ~ `Length Mm` + Distance,743.0998604615933,234.36374206699688,366,236.96183192732582,368,4,0.004431837760631234,8.040659735920485
Distance,-0.002212873342738022,0.0012565874036473699,-1.7610182437886432,0.07823531520597289,RS.glm.F.9,n ~ `Length Mm` + Distance,743.0998604615933,234.36374206699688,366,236.96183192732582,368,4,0.004431837760631234,8.040659735920485
(Intercept),-60.15447027989687,345.6311790455256,-0.17404237212052415,0.86183216222476,RS.glm.F.19,n ~ `Sample Date` + `Length Mm` + Intertidal,743.2333996928069,234.972853197369,365,239.48389964352063,368,5,0.004145588375698657,8.174198967134089
`Sample Date`,0.0036029587836508563,0.021199239363274034,0.16995698392333314,0.8650439662521664,RS.glm.F.19,n ~ `Sample Date` + `Length Mm` + Intertidal,743.2333996928069,234.972853197369,365,239.48389964352063,368,5,0.004145588375698657,8.174198967134089
`Length Mm`,0.0023187747280210085,0.006150189982691326,0.37702489427917013,0.7061551047885214,RS.glm.F.19,n ~ `Sample Date` + `Length Mm` + Intertidal,743.2333996928069,234.972853197369,365,239.48389964352063,368,5,0.004145588375698657,8.174198967134089
IntertidalUpstream,-0.6276711401901048,0.29936007415953036,-2.096709596135442,0.03601929051575402,RS.glm.F.19,n ~ `Sample Date` + `Length Mm` + Intertidal,743.2333996928069,234.972853197369,365,239.48389964352063,368,5,0.004145588375698657,8.174198967134089
(Intercept),-0.3737164097935883,0.13868465614553732,-2.694720671920662,0.007044766098036285,RS.glm.F.18,n ~ Intertidal,743.4474055945316,236.07851351389476,374,240.68390462729235,375,3,0.0037249065935125738,8.388204868858793
IntertidalUpstream,-0.6456465072203799,0.29689240471760114,-2.1746817936770984,0.029653970153078656,RS.glm.F.18,n ~ Intertidal,743.4474055945316,236.07851351389476,374,240.68390462729235,375,3,0.0037249065935125738,8.388204868858793
(Intercept),-1.3825018288875266,2.7287060662640603,-0.5066510629268122,0.6123996730770365,RS.glm.F.5,n ~ `Length Mm`,743.5869543908636,234.07954789076248,367,234.17176793516643,368,3,0.0034738635091000917,8.527753665190858
`Length Mm`,0.00203746379246324,0.006195619865798625,0.32885551996347473,0.7422648959171719,RS.glm.F.5,n ~ `Length Mm`,743.5869543908636,234.07954789076248,367,234.17176793516643,368,3,0.0034738635091000917,8.527753665190858
(Intercept),-45.373124736437546,348.6132653661092,-0.13015317902142154,0.896445237122691,RS.glm.F.8,n ~ `Sample Date` + `Length Mm` + Distance,745.0818807166836,234.35643259056005,365,236.97264213806176,368,5,0.0016451050047814706,10.022679991010818
`Sample Date`,0.002696473089124714,0.02138047302027055,0.12611849544059306,0.8996381271260775,RS.glm.F.8,n ~ `Sample Date` + `Length Mm` + Distance,745.0818807166836,234.35643259056005,365,236.97264213806176,368,5,0.0016451050047814706,10.022679991010818
`Length Mm`,0.003803852304478759,0.006239218849724368,0.6096680363515062,0.5420817322957026,RS.glm.F.8,n ~ `Sample Date` + `Length Mm` + Distance,745.0818807166836,234.35643259056005,365,236.97264213806176,368,5,0.0016451050047814706,10.022679991010818
Distance,-0.0021958997831121306,0.0012672006601098169,-1.7328745574689266,0.08311796731890503,RS.glm.F.8,n ~ `Sample Date` + `Length Mm` + Distance,745.0818807166836,234.35643259056005,365,236.97264213806176,368,5,0.0016451050047814706,10.022679991010818
(Intercept),-54.161230929865646,343.18292415068396,-0.1578202967525408,0.8745984045951896,RS.glm.F.21,n ~ `Sample Date` + Intertidal,745.4203966785782,236.06159821343985,373,240.6942516294941,375,4,0.001388947455338511,10.361195952905405
`Sample Date`,0.0032972158392818585,0.021037152264229173,0.15673299303386834,0.8754552837386863,RS.glm.F.21,n ~ `Sample Date` + Intertidal,745.4203966785782,236.06159821343985,373,240.6942516294941,375,4,0.001388947455338511,10.361195952905405
IntertidalUpstream,-0.6432347802322836,0.2986627477493852,-2.153716139958763,0.03126243962794601,RS.glm.F.21,n ~ `Sample Date` + Intertidal,745.4203966785782,236.06159821343985,373,240.6942516294941,375,4,0.001388947455338511,10.361195952905405
(Intercept),0.26895467046653404,0.4577874729619583,0.587509895642959,0.5568613064101664,RS.glm.F.7,n ~ Distance,745.4842049941616,235.41787387024405,374,237.93548249078611,375,3,0.0013453336862301504,10.425004268488806
Distance,-0.0021920491459963367,0.0012414408142132573,-1.7657298849043495,0.07744117652139007,RS.glm.F.7,n ~ Distance,745.4842049941616,235.41787387024405,374,237.93548249078611,375,3,0.0013453336862301504,10.425004268488806
(Intercept),-37.6658148343712,345.9808306578143,-0.10886676803092553,0.913308165208641,RS.glm.F.11,n ~ `Sample Date` + Distance,747.4708429887611,235.4183709595805,373,237.9495186980902,375,4,4.982382408032513e-4,12.41164226308831
`Sample Date`,0.0023251425334373096,0.021206050523797326,0.10964524161762447,0.9126907293148712,RS.glm.F.11,n ~ `Sample Date` + Distance,747.4708429887611,235.4183709595805,373,237.9495186980902,375,4,4.982382408032513e-4,12.41164226308831
Distance,-0.002177703241388995,0.0012492411861698496,-1.7432208171632517,0.0812950505272279,RS.glm.F.11,n ~ `Sample Date` + Distance,747.4708429887611,235.4183709595805,373,237.9495186980902,375,4,4.982382408032513e-4,12.41164226308831
(Intercept),-86.15021757430628,345.02300558853614,-0.24969412525797308,0.8028239016957538,RS.glm.F.6,n ~ `Sample Date`,747.9151941174122,235.11295884324574,374,235.18162170958374,375,3,3.9897660994980957e-4,12.85599339173939
`Sample Date`,0.005250187600341688,0.021150429071162477,0.24823078447614327,0.8039558490141627,RS.glm.F.6,n ~ `Sample Date`,747.9151941174122,235.11295884324574,374,235.18162170958374,375,3,3.9897660994980957e-4,12.85599339173939
